lon,lat,mask
109.525,12.075,1
109.625,12.075,1
109.725,12.075,1
109.825,12.075,1
109.925,12.075,1
110.025,12.075,1
110.125,12.075,1
110.225,12.075,1
110.325,12.075,1
110.425,12.075,1
110.525,12.075,1
110.625,12.075,1
110.725,12.075,1
110.825,12.075,1
110.925,12.075,1
111.025,12.075,1
111.125,12.075,1
111.225,12.075,1
111.325,12.075,1
111.425,12.075,1
111.525,12.075,1
111.625,12.075,1
111.725,12.075,1
111.825,12.075,1
111.925,12.075,1
112.025,12.075,1
112.125,12.075,1
112.225,12.075,1
112.325,12.075,1
112.425,12.075,1
112.525,12.075,1
112.625,12.075,1
112.725,12.075,1
112.825,12.075,1
112.925,12.075,1
113.025,12.075,1
113.125,12.075,1
113.225,12.075,1
113.325,12.075,1
113.425,12.075,1
113.525,12.075,1
113.625,12.075,1
113.725,12.075,1
113.825,12.075,1
113.925,12.075,1
114.025,12.075,1
114.125,12.075,1
114.225,12.075,1
114.325,12.075,1
114.425,12.075,1
114.525,12.075,1
114.625,12.075,1
114.725,12.075,1
114.825,12.075,1
114.925,12.075,1
115.025,12.075,1
115.125,12.075,1
115.225,12.075,1
115.325,12.075,1
115.425,12.075,1
115.525,12.075,1
115.625,12.075,1
115.725,12.075,1
115.825,12.075,1
115.925,12.075,1
116.025,12.075,1
116.125,12.075,1
116.225,12.075,1
116.325,12.075,1
116.425,12.075,1
116.525,12.075,1
116.625,12.075,1
116.725,12.075,1
116.825,12.075,1
116.925,12.075,1
117.025,12.075,1
117.125,12.075,1
117.225,12.075,1
117.325,12.075,1
117.425,12.075,1
117.525,12.075,1
117.625,12.075,1
117.725,12.075,1
117.825,12.075,1
117.925,12.075,1
118.025,12.075,1
118.125,12.075,1
118.225,12.075,1
118.325,12.075,1
118.425,12.075,1
118.525,12.075,1
118.625,12.075,1
118.725,12.075,1
118.825,12.075,1
118.925,12.075,1
119.025,12.075,1
119.125,12.075,1
119.225,12.075,1
119.325,12.075,1
119.425,12.075,1
119.525,12.075,1
119.625,12.075,1
119.725,12.075,1
119.825,12.075,1
119.925,12.075,1
120.025,12.075,0
120.125,12.075,0
120.225,12.075,0
120.325,12.075,1
120.425,12.075,1
120.525,12.075,1
120.625,12.075,1
120.725,12.075,1
120.825,12.075,1
120.925,12.075,1
121.025,12.075,1
121.125,12.075,1
121.225,12.075,1
121.325,12.075,1
121.425,12.075,1
121.525,12.075,1
121.625,12.075,1
121.725,12.075,1
121.825,12.075,1
121.925,12.075,1
122.025,12.075,1
122.125,12.075,1
122.225,12.075,1
122.325,12.075,1
122.425,12.075,1
122.525,12.075,1
122.625,12.075,1
122.725,12.075,1
122.825,12.075,1
122.925,12.075,1
123.025,12.075,1
123.125,12.075,1
123.225,12.075,1
123.325,12.075,1
123.425,12.075,1
123.525,12.075,1
123.625,12.075,1
123.725,12.075,0
123.825,12.075,0
123.925,12.075,0
124.025,12.075,1
124.125,12.075,1
124.225,12.075,1
124.325,12.075,1
124.425,12.075,1
124.525,12.075,1
124.625,12.075,0
124.725,12.075,0
124.825,12.075,0
124.925,12.075,0
125.025,12.075,0
125.125,12.075,0
125.225,12.075,0
125.325,12.075,0
125.425,12.075,0
125.525,12.075,1
125.625,12.075,1
125.725,12.075,1
125.825,12.075,1
125.925,12.075,1
126.025,12.075,1
126.125,12.075,1
126.225,12.075,1
126.325,12.075,1
126.425,12.075,1
126.525,12.075,1
126.625,12.075,1
126.725,12.075,1
126.825,12.075,1
126.925,12.075,1
127.025,12.075,1
127.125,12.075,1
127.225,12.075,1
127.325,12.075,1
127.425,12.075,1
127.525,12.075,1
127.625,12.075,1
127.725,12.075,1
127.825,12.075,1
127.925,12.075,1
128.025,12.075,1
128.125,12.075,1
128.225,12.075,1
128.325,12.075,1
128.425,12.075,1
128.525,12.075,1
128.625,12.075,1
128.725,12.075,1
128.825,12.075,1
128.925,12.075,1
129.025,12.075,1
129.125,12.075,1
129.225,12.075,1
129.325,12.075,1
129.425,12.075,1
129.525,12.075,1
129.625,12.075,1
129.725,12.075,1
129.825,12.075,1
129.925,12.075,1
130.025,12.075,1
130.125,12.075,1
130.225,12.075,1
130.325,12.075,1
130.425,12.075,1
130.525,12.075,1
130.625,12.075,1
130.725,12.075,1
130.825,12.075,1
130.925,12.075,1
131.025,12.075,1
109.525,12.175,1
109.625,12.175,1
109.725,12.175,1
109.825,12.175,1
109.925,12.175,1
110.025,12.175,1
110.125,12.175,1
110.225,12.175,1
110.325,12.175,1
110.425,12.175,1
110.525,12.175,1
110.625,12.175,1
110.725,12.175,1
110.825,12.175,1
110.925,12.175,1
111.025,12.175,1
111.125,12.175,1
111.225,12.175,1
111.325,12.175,1
111.425,12.175,1
111.525,12.175,1
111.625,12.175,1
111.725,12.175,1
111.825,12.175,1
111.925,12.175,1
112.025,12.175,1
112.125,12.175,1
112.225,12.175,1
112.325,12.175,1
112.425,12.175,1
112.525,12.175,1
112.625,12.175,1
112.725,12.175,1
112.825,12.175,1
112.925,12.175,1
113.025,12.175,1
113.125,12.175,1
113.225,12.175,1
113.325,12.175,1
113.425,12.175,1
113.525,12.175,1
113.625,12.175,1
113.725,12.175,1
113.825,12.175,1
113.925,12.175,1
114.025,12.175,1
114.125,12.175,1
114.225,12.175,1
114.325,12.175,1
114.425,12.175,1
114.525,12.175,1
114.625,12.175,1
114.725,12.175,1
114.825,12.175,1
114.925,12.175,1
115.025,12.175,1
115.125,12.175,1
115.225,12.175,1
115.325,12.175,1
115.425,12.175,1
115.525,12.175,1
115.625,12.175,1
115.725,12.175,1
115.825,12.175,1
115.925,12.175,1
116.025,12.175,1
116.125,12.175,1
116.225,12.175,1
116.325,12.175,1
116.425,12.175,1
116.525,12.175,1
116.625,12.175,1
116.725,12.175,1
116.825,12.175,1
116.925,12.175,1
117.025,12.175,1
117.125,12.175,1
117.225,12.175,1
117.325,12.175,1
117.425,12.175,1
117.525,12.175,1
117.625,12.175,1
117.725,12.175,1
117.825,12.175,1
117.925,12.175,1
118.025,12.175,1
118.125,12.175,1
118.225,12.175,1
118.325,12.175,1
118.425,12.175,1
118.525,12.175,1
118.625,12.175,1
118.725,12.175,1
118.825,12.175,1
118.925,12.175,1
119.025,12.175,1
119.125,12.175,1
119.225,12.175,1
119.325,12.175,1
119.425,12.175,1
119.525,12.175,1
119.625,12.175,1
119.725,12.175,1
119.825,12.175,1
119.925,12.175,1
120.025,12.175,0
120.125,12.175,1
120.225,12.175,1
120.325,12.175,1
120.425,12.175,1
120.525,12.175,1
120.625,12.175,1
120.725,12.175,1
120.825,12.175,1
120.925,12.175,1
121.025,12.175,1
121.125,12.175,1
121.225,12.175,1
121.325,12.175,1
121.425,12.175,1
121.525,12.175,1
121.625,12.175,1
121.725,12.175,1
121.825,12.175,1
121.925,12.175,1
122.025,12.175,1
122.125,12.175,1
122.225,12.175,1
122.325,12.175,1
122.425,12.175,1
122.525,12.175,1
122.625,12.175,1
122.725,12.175,1
122.825,12.175,1
122.925,12.175,1
123.025,12.175,1
123.125,12.175,1
123.225,12.175,1
123.325,12.175,0
123.425,12.175,1
123.525,12.175,1
123.625,12.175,0
123.725,12.175,0
123.825,12.175,1
123.925,12.175,1
124.025,12.175,1
124.125,12.175,1
124.225,12.175,1
124.325,12.175,1
124.425,12.175,1
124.525,12.175,0
124.625,12.175,0
124.725,12.175,0
124.825,12.175,0
124.925,12.175,0
125.025,12.175,0
125.125,12.175,0
125.225,12.175,0
125.325,12.175,0
125.425,12.175,0
125.525,12.175,1
125.625,12.175,1
125.725,12.175,1
125.825,12.175,1
125.925,12.175,1
126.025,12.175,1
126.125,12.175,1
126.225,12.175,1
126.325,12.175,1
126.425,12.175,1
126.525,12.175,1
126.625,12.175,1
126.725,12.175,1
126.825,12.175,1
126.925,12.175,1
127.025,12.175,1
127.125,12.175,1
127.225,12.175,1
127.325,12.175,1
127.425,12.175,1
127.525,12.175,1
127.625,12.175,1
127.725,12.175,1
127.825,12.175,1
127.925,12.175,1
128.025,12.175,1
128.125,12.175,1
128.225,12.175,1
128.325,12.175,1
128.425,12.175,1
128.525,12.175,1
128.625,12.175,1
128.725,12.175,1
128.825,12.175,1
128.925,12.175,1
129.025,12.175,1
129.125,12.175,1
129.225,12.175,1
129.325,12.175,1
129.425,12.175,1
129.525,12.175,1
129.625,12.175,1
129.725,12.175,1
129.825,12.175,1
129.925,12.175,1
130.025,12.175,1
130.125,12.175,1
130.225,12.175,1
130.325,12.175,1
130.425,12.175,1
130.525,12.175,1
130.625,12.175,1
130.725,12.175,1
130.825,12.175,1
130.925,12.175,1
131.025,12.175,1
109.525,12.275,1
109.625,12.275,1
109.725,12.275,1
109.825,12.275,1
109.925,12.275,1
110.025,12.275,1
110.125,12.275,1
110.225,12.275,1
110.325,12.275,1
110.425,12.275,1
110.525,12.275,1
110.625,12.275,1
110.725,12.275,1
110.825,12.275,1
110.925,12.275,1
111.025,12.275,1
111.125,12.275,1
111.225,12.275,1
111.325,12.275,1
111.425,12.275,1
111.525,12.275,1
111.625,12.275,1
111.725,12.275,1
111.825,12.275,1
111.925,12.275,1
112.025,12.275,1
112.125,12.275,1
112.225,12.275,1
112.325,12.275,1
112.425,12.275,1
112.525,12.275,1
112.625,12.275,1
112.725,12.275,1
112.825,12.275,1
112.925,12.275,1
113.025,12.275,1
113.125,12.275,1
113.225,12.275,1
113.325,12.275,1
113.425,12.275,1
113.525,12.275,1
113.625,12.275,1
113.725,12.275,1
113.825,12.275,1
113.925,12.275,1
114.025,12.275,1
114.125,12.275,1
114.225,12.275,1
114.325,12.275,1
114.425,12.275,1
114.525,12.275,1
114.625,12.275,1
114.725,12.275,1
114.825,12.275,1
114.925,12.275,1
115.025,12.275,1
115.125,12.275,1
115.225,12.275,1
115.325,12.275,1
115.425,12.275,1
115.525,12.275,1
115.625,12.275,1
115.725,12.275,1
115.825,12.275,1
115.925,12.275,1
116.025,12.275,1
116.125,12.275,1
116.225,12.275,1
116.325,12.275,1
116.425,12.275,1
116.525,12.275,1
116.625,12.275,1
116.725,12.275,1
116.825,12.275,1
116.925,12.275,1
117.025,12.275,1
117.125,12.275,1
117.225,12.275,1
117.325,12.275,1
117.425,12.275,1
117.525,12.275,1
117.625,12.275,1
117.725,12.275,1
117.825,12.275,1
117.925,12.275,1
118.025,12.275,1
118.125,12.275,1
118.225,12.275,1
118.325,12.275,1
118.425,12.275,1
118.525,12.275,1
118.625,12.275,1
118.725,12.275,1
118.825,12.275,1
118.925,12.275,1
119.025,12.275,1
119.125,12.275,1
119.225,12.275,1
119.325,12.275,1
119.425,12.275,1
119.525,12.275,1
119.625,12.275,1
119.725,12.275,1
119.825,12.275,1
119.925,12.275,1
120.025,12.275,1
120.125,12.275,1
120.225,12.275,1
120.325,12.275,1
120.425,12.275,1
120.525,12.275,1
120.625,12.275,1
120.725,12.275,1
120.825,12.275,1
120.925,12.275,1
121.025,12.275,1
121.125,12.275,1
121.225,12.275,0
121.325,12.275,1
121.425,12.275,1
121.525,12.275,1
121.625,12.275,1
121.725,12.275,1
121.825,12.275,1
121.925,12.275,1
122.025,12.275,0
122.125,12.275,1
122.225,12.275,1
122.325,12.275,1
122.425,12.275,1
122.525,12.275,1
122.625,12.275,1
122.725,12.275,1
122.825,12.275,1
122.925,12.275,1
123.025,12.275,1
123.125,12.275,1
123.225,12.275,1
123.325,12.275,0
123.425,12.275,0
